year,state,state,district,inc_party.x,Cook,Cook_num,description,ie_num,avg_rating
2018,,LA,6,rep,Solid R,7,Currently Safe Republican,7,7
2020,,LA,1,rep,Solid R,7,Currently Safe Republican,7,7
2020,,LA,3,rep,Solid R,7,Currently Safe Republican,7,7
2020,,LA,4,rep,Solid R,7,Currently Safe Republican,7,7
2020,,LA,5,rep,Solid R,7,Currently Safe Republican,7,7
2020,,LA,6,rep,Solid R,7,Currently Safe Republican,7,7
2022,,LA,1,rep,Solid R,7,Currently Safe Republican,7,7
2022,,LA,3,rep,Solid R,7,Currently Safe Republican,7,7
2022,,LA,4,rep,Solid R,7,Currently Safe Republican,7,7
2022,,LA,5,rep,Solid R,7,Currently Safe Republican,7,7
2022,,LA,6,rep,Solid R,7,Currently Safe Republican,7,7
2008,,LA,6,dem,Tossup D,3.5,NA,NA,3.5
2008,,LA,4,rep,Tossup R,4.5,NA,NA,4.5
2014,,MA,6,dem,Lean D,3,Toss-up/Tilt Democrat,3.5,3.25
2012,,MA,6,dem,Lean R,5,Lean Republican,5,5
2014,,MA,9,dem,Likely D,2,Democrat Favored,2,2
2008,,MA,1,dem,Solid D,1,NA,NA,1
2008,,MA,2,dem,Solid D,1,NA,NA,1
2008,,MA,3,dem,Solid D,1,NA,NA,1
2008,,MA,4,dem,Solid D,1,NA,NA,1
2008,,MA,5,dem,Solid D,1,NA,NA,1
2008,,MA,6,dem,Solid D,1,NA,NA,1
2008,,MA,7,dem,Solid D,1,NA,NA,1
2008,,MA,8,dem,Solid D,1,NA,NA,1
2008,,MA,9,dem,Solid D,1,NA,NA,1
2008,,MA,10,dem,Solid D,1,NA,NA,1
2012,,MA,1,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,MA,2,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,MA,3,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,MA,4,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,MA,5,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,MA,7,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,MA,8,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,MA,9,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MA,1,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MA,2,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MA,3,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MA,4,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MA,5,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MA,7,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MA,8,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MA,1,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MA,2,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MA,3,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MA,4,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MA,5,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MA,6,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MA,7,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MA,8,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MA,9,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MA,1,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MA,2,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MA,3,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MA,4,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MA,5,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MA,6,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MA,7,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MA,8,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MA,9,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MA,1,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MA,2,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MA,3,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MA,4,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MA,5,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MA,6,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MA,7,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MA,8,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MA,9,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MA,1,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MA,2,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MA,3,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MA,4,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MA,5,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MA,6,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MA,7,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MA,8,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MA,9,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,MD,6,rep,Likely D,2,Democrat Favored,2,2
2014,,MD,6,dem,Likely D,2,Currently Safe Democrat,1,1.5
2016,,MD,6,dem,Likely D,2,Currently Safe Democrat,1,1.5
2022,,MD,6,dem,Likely D,2,Democrat Favored,2,2
2008,,MD,2,dem,Solid D,1,NA,NA,1
2008,,MD,3,dem,Solid D,1,NA,NA,1
2008,,MD,4,dem,Solid D,1,NA,NA,1
2008,,MD,5,dem,Solid D,1,NA,NA,1
2008,,MD,7,dem,Solid D,1,NA,NA,1
2008,,MD,8,dem,Solid D,1,NA,NA,1
2012,,MD,2,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,MD,3,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,MD,4,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,MD,5,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,MD,7,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,MD,8,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MD,2,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MD,3,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MD,4,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MD,5,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MD,7,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MD,8,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MD,2,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MD,3,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MD,4,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MD,5,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MD,7,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MD,8,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MD,2,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MD,3,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MD,4,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MD,5,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MD,6,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MD,7,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MD,8,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MD,2,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MD,3,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MD,4,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MD,5,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MD,6,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MD,7,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MD,8,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MD,2,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MD,3,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MD,4,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MD,5,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MD,7,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MD,8,dem,Solid D,1,Currently Safe Democrat,1,1
2008,,MD,6,rep,Solid R,7,NA,NA,7
2012,,MD,1,rep,Solid R,7,Currently Safe Republican,7,7
2014,,MD,1,rep,Solid R,7,Currently Safe Republican,7,7
2016,,MD,1,rep,Solid R,7,Currently Safe Republican,7,7
2018,,MD,1,rep,Solid R,7,Currently Safe Republican,7,7
2020,,MD,1,rep,Solid R,7,Currently Safe Republican,7,7
2022,,MD,1,rep,Solid R,7,Currently Safe Republican,7,7
2008,,MD,1,rep,Tossup R,4.5,NA,NA,4.5
2014,,ME,2,dem,Lean D,3,Lean Democrat,3,3
2020,,ME,2,dem,Likely D,2,Currently Safe Democrat,1,1.5
2008,,ME,1,dem,Solid D,1,NA,NA,1
2012,,ME,1,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,ME,2,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,ME,1,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,ME,1,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,ME,1,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,ME,1,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,ME,1,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,ME,2,dem,Tossup D,3.5,Toss-up/Tilt Democrat,3.5,3.5
2016,,ME,2,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2018,,ME,2,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2018,,MI,11,rep,Lean D,3,Toss-up/Tilt Democrat,3.5,3.25
2020,,MI,8,dem,Lean D,3,Currently Safe Democrat,1,2
2020,,MI,11,dem,Lean D,3,Currently Safe Democrat,1,2
2022,,MI,3,rep,Lean D,3,Lean Democrat,3,3
2022,,MI,8,dem,Lean D,3,Lean Democrat,3,3
2012,,MI,11,rep,Lean R,5,Lean Republican,5,5
2016,,MI,1,rep,Lean R,5,Toss-up/Tilt Republican,4.5,4.75
2016,,MI,8,rep,Lean R,5,Currently Safe Republican,7,6
2018,,MI,6,rep,Lean R,5,Republican Favored,6,5.5
2020,,MI,6,rep,Lean R,5,Republican Favored,6,5.5
2008,,MI,8,rep,Likely R,5,NA,NA,5
2008,,MI,11,rep,Likely R,5,NA,NA,5
2012,,MI,3,rep,Likely R,5,Currently Safe Republican,7,6
2014,,MI,1,rep,Likely R,5,Republican Favored,6,5.5
2014,,MI,6,rep,Likely R,5,Currently Safe Republican,7,6
2014,,MI,11,rep,Likely R,5,Currently Safe Republican,7,6
2016,,MI,7,rep,Likely R,5,Republican Favored,6,5.5
2018,,MI,1,rep,Likely R,5,Currently Safe Republican,7,6
2018,,MI,3,rep,Likely R,5,Currently Safe Republican,7,6
2018,,MI,7,rep,Likely R,5,Republican Favored,6,5.5
2022,,MI,10,dem,Likely R,5,Lean Republican,5,5
2008,,MI,1,dem,Solid D,1,NA,NA,1
2008,,MI,5,dem,Solid D,1,NA,NA,1
2008,,MI,12,dem,Solid D,1,NA,NA,1
2008,,MI,13,dem,Solid D,1,NA,NA,1
2008,,MI,14,dem,Solid D,1,NA,NA,1
2012,,MI,5,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,MI,9,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,MI,12,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,MI,13,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,MI,14,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MI,5,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MI,9,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MI,12,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MI,13,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MI,14,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MI,5,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MI,9,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MI,12,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MI,13,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MI,14,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MI,5,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MI,9,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MI,12,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MI,13,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MI,14,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MI,5,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MI,9,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MI,12,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MI,13,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MI,14,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MI,6,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MI,11,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MI,12,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MI,13,dem,Solid D,1,Currently Safe Democrat,1,1
2008,,MI,2,rep,Solid R,7,NA,NA,7
2008,,MI,3,rep,Solid R,7,NA,NA,7
2008,,MI,4,rep,Solid R,7,NA,NA,7
2008,,MI,6,rep,Solid R,7,NA,NA,7
2008,,MI,10,rep,Solid R,7,NA,NA,7
2012,,MI,2,rep,Solid R,7,Currently Safe Republican,7,7
2012,,MI,4,rep,Solid R,7,Currently Safe Republican,7,7
2012,,MI,6,rep,Solid R,7,Currently Safe Republican,7,7
2012,,MI,7,rep,Solid R,7,Currently Safe Republican,7,7
2012,,MI,8,rep,Solid R,7,Currently Safe Republican,7,7
2012,,MI,10,rep,Solid R,7,Currently Safe Republican,7,7
2014,,MI,2,rep,Solid R,7,Currently Safe Republican,7,7
2014,,MI,3,rep,Solid R,7,Currently Safe Republican,7,7
2014,,MI,4,rep,Solid R,7,Currently Safe Republican,7,7
2014,,MI,7,rep,Solid R,7,Currently Safe Republican,7,7
2014,,MI,8,rep,Solid R,7,Currently Safe Republican,7,7
2014,,MI,10,rep,Solid R,7,Currently Safe Republican,7,7
2016,,MI,2,rep,Solid R,7,Currently Safe Republican,7,7
2016,,MI,3,rep,Solid R,7,Currently Safe Republican,7,7
2016,,MI,4,rep,Solid R,7,Currently Safe Republican,7,7
2016,,MI,6,rep,Solid R,7,Currently Safe Republican,7,7
2016,,MI,10,rep,Solid R,7,Currently Safe Republican,7,7
2016,,MI,11,rep,Solid R,7,Currently Safe Republican,7,7
2018,,MI,2,rep,Solid R,7,Currently Safe Republican,7,7
2018,,MI,4,rep,Solid R,7,Currently Safe Republican,7,7
2018,,MI,10,rep,Solid R,7,Currently Safe Republican,7,7
2020,,MI,1,rep,Solid R,7,Currently Safe Republican,7,7
2020,,MI,2,rep,Solid R,7,Currently Safe Republican,7,7
2020,,MI,4,rep,Solid R,7,Currently Safe Republican,7,7
2020,,MI,7,rep,Solid R,7,Currently Safe Republican,7,7
2020,,MI,10,rep,Solid R,7,Currently Safe Republican,7,7
2022,,MI,1,rep,Solid R,7,Currently Safe Republican,7,7
2022,,MI,2,rep,Solid R,7,Currently Safe Republican,7,7
2022,,MI,4,rep,Solid R,7,Currently Safe Republican,7,7
2022,,MI,5,rep,Solid R,7,Currently Safe Republican,7,7
2022,,MI,9,rep,Solid R,7,Currently Safe Republican,7,7
2022,,MI,7,dem,Tossup D,3.5,Toss-up/Tilt Democrat,3.5,3.5
2008,,MI,7,rep,Tossup R,4.5,NA,NA,4.5
2008,,MI,9,rep,Tossup R,4.5,NA,NA,4.5
2012,,MI,1,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2018,,MI,8,rep,Tossup R,4.5,Toss-up/Tilt Democrat,3.5,4
2020,,MI,3,ind,Tossup R,4.5,Pure Toss-up,4,4.25
2014,,MN,7,dem,Lean D,3,Lean Democrat,3,3
2018,,MN,2,rep,Lean D,3,Toss-up/Tilt Democrat,3.5,3.25
2018,,MN,3,rep,Lean D,3,Toss-up/Tilt Democrat,3.5,3.25
2016,,MN,3,rep,Lean R,5,Republican Favored,6,5.5
2018,,MN,8,dem,Lean R,5,Lean Republican,5,5
2008,,MN,1,dem,Likely D,2,NA,NA,2
2014,,MN,1,dem,Likely D,2,Currently Safe Democrat,1,1.5
2018,,MN,7,dem,Likely D,2,Currently Safe Democrat,1,1.5
2020,,MN,2,dem,Likely D,2,Currently Safe Democrat,1,1.5
2008,,MN,2,rep,Likely R,5,NA,NA,5
2022,,MN,1,rep,Likely R,5,Currently Safe Republican,7,6
2008,,MN,4,dem,Solid D,1,NA,NA,1
2008,,MN,5,dem,Solid D,1,NA,NA,1
2008,,MN,7,dem,Solid D,1,NA,NA,1
2008,,MN,8,dem,Solid D,1,NA,NA,1
2012,,MN,1,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MN,4,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MN,5,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MN,1,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MN,4,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MN,5,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MN,7,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MN,4,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MN,5,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MN,3,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MN,4,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MN,5,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MN,3,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MN,4,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MN,5,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,MN,2,rep,Solid R,7,Currently Safe Republican,7,7
2012,,MN,3,rep,Solid R,7,Currently Safe Republican,7,7
2014,,MN,2,rep,Solid R,7,Currently Safe Republican,7,7
2014,,MN,3,rep,Solid R,7,Currently Safe Republican,7,7
2014,,MN,6,rep,Solid R,7,Currently Safe Republican,7,7
2016,,MN,6,rep,Solid R,7,Currently Safe Republican,7,7
2018,,MN,6,rep,Solid R,7,Currently Safe Republican,7,7
2020,,MN,6,rep,Solid R,7,Currently Safe Republican,7,7
2020,,MN,8,rep,Solid R,7,Currently Safe Republican,7,7
2022,,MN,6,rep,Solid R,7,Currently Safe Republican,7,7
2022,,MN,7,rep,Solid R,7,Currently Safe Republican,7,7
2022,,MN,8,rep,Solid R,7,Currently Safe Republican,7,7
2014,,MN,8,dem,Tossup D,3.5,Pure Toss-up,4,3.75
2016,,MN,8,dem,Tossup D,3.5,Lean Democrat,3,3.25
2018,,MN,1,dem,Tossup D,3.5,Pure Toss-up,4,3.75
2020,,MN,7,dem,Tossup D,3.5,Pure Toss-up,4,3.75
2022,,MN,2,dem,Tossup D,3.5,Pure Toss-up,4,3.75
2008,,MN,3,rep,Tossup R,4.5,NA,NA,4.5
2008,,MN,6,rep,Tossup R,4.5,NA,NA,4.5
2016,,MN,2,rep,Tossup R,4.5,Toss-up/Tilt Democrat,3.5,4
2020,,MN,1,rep,Tossup R,4.5,Toss-up/Tilt Democrat,3.5,4
2008,,MO,6,rep,Lean R,5,NA,NA,5
2018,,MO,2,rep,Lean R,5,Currently Safe Republican,7,6
2008,,MO,1,dem,Solid D,1,NA,NA,1
2008,,MO,3,dem,Solid D,1,NA,NA,1
2008,,MO,4,dem,Solid D,1,NA,NA,1
2008,,MO,5,dem,Solid D,1,NA,NA,1
2014,,MO,1,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,MO,5,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MO,1,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MO,5,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MO,1,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MO,5,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MO,1,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MO,5,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MO,1,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MO,5,dem,Solid D,1,Currently Safe Democrat,1,1
2008,,MO,2,rep,Solid R,7,NA,NA,7
2008,,MO,7,rep,Solid R,7,NA,NA,7
2008,,MO,8,rep,Solid R,7,NA,NA,7
2014,,MO,2,rep,Solid R,7,Currently Safe Republican,7,7
2014,,MO,3,rep,Solid R,7,Currently Safe Republican,7,7
2014,,MO,4,rep,Solid R,7,Currently Safe Republican,7,7
2014,,MO,6,rep,Solid R,7,Currently Safe Republican,7,7
2014,,MO,7,rep,Solid R,7,Currently Safe Republican,7,7
2014,,MO,8,rep,Solid R,7,Currently Safe Republican,7,7
2016,,MO,2,rep,Solid R,7,Currently Safe Republican,7,7
2016,,MO,3,rep,Solid R,7,Currently Safe Republican,7,7
2016,,MO,4,rep,Solid R,7,Currently Safe Republican,7,7
2016,,MO,6,rep,Solid R,7,Currently Safe Republican,7,7
2016,,MO,7,rep,Solid R,7,Currently Safe Republican,7,7
2016,,MO,8,rep,Solid R,7,Currently Safe Republican,7,7
2018,,MO,3,rep,Solid R,7,Currently Safe Republican,7,7
2018,,MO,4,rep,Solid R,7,Currently Safe Republican,7,7
2018,,MO,6,rep,Solid R,7,Currently Safe Republican,7,7
2018,,MO,7,rep,Solid R,7,Currently Safe Republican,7,7
2018,,MO,8,rep,Solid R,7,Currently Safe Republican,7,7
2020,,MO,3,rep,Solid R,7,Currently Safe Republican,7,7
2020,,MO,4,rep,Solid R,7,Currently Safe Republican,7,7
2020,,MO,6,rep,Solid R,7,Currently Safe Republican,7,7
2020,,MO,7,rep,Solid R,7,Currently Safe Republican,7,7
2020,,MO,8,rep,Solid R,7,Currently Safe Republican,7,7
2022,,MO,2,rep,Solid R,7,Currently Safe Republican,7,7
2022,,MO,3,rep,Solid R,7,Currently Safe Republican,7,7
2022,,MO,4,rep,Solid R,7,Currently Safe Republican,7,7
2022,,MO,6,rep,Solid R,7,Currently Safe Republican,7,7
2022,,MO,7,rep,Solid R,7,Currently Safe Republican,7,7
2022,,MO,8,rep,Solid R,7,Currently Safe Republican,7,7
2008,,MO,9,rep,Tossup R,4.5,NA,NA,4.5
2020,,MO,2,rep,Tossup R,4.5,Toss-up/Tilt Democrat,3.5,4
2008,,MS,1,dem,Likely D,2,NA,NA,2
2008,,MS,2,dem,Solid D,1,NA,NA,1
2008,,MS,4,dem,Solid D,1,NA,NA,1
2014,,MS,2,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,MS,2,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,MS,2,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,MS,2,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,MS,2,dem,Solid D,1,Currently Safe Democrat,1,1
2008,,MS,3,rep,Solid R,7,NA,NA,7
2014,,MS,1,rep,Solid R,7,Currently Safe Republican,7,7
2014,,MS,3,rep,Solid R,7,Currently Safe Republican,7,7
2014,,MS,4,rep,Solid R,7,Currently Safe Republican,7,7
2016,,MS,1,rep,Solid R,7,Currently Safe Republican,7,7
2016,,MS,3,rep,Solid R,7,Currently Safe Republican,7,7
2016,,MS,4,rep,Solid R,7,Currently Safe Republican,7,7
2018,,MS,1,rep,Solid R,7,Currently Safe Republican,7,7
2018,,MS,3,rep,Solid R,7,Currently Safe Republican,7,7
2018,,MS,4,rep,Solid R,7,Currently Safe Republican,7,7
2020,,MS,1,rep,Solid R,7,Currently Safe Republican,7,7
2020,,MS,3,rep,Solid R,7,Currently Safe Republican,7,7
2020,,MS,4,rep,Solid R,7,Currently Safe Republican,7,7
2022,,MS,1,rep,Solid R,7,Currently Safe Republican,7,7
2022,,MS,3,rep,Solid R,7,Currently Safe Republican,7,7
2022,,MS,4,rep,Solid R,7,Currently Safe Republican,7,7
2018,,MT,0,rep,Lean R,5,Republican Favored,6,5.5
2020,,MT,0,rep,Lean R,5,Lean Republican,5,5
2022,,MT,1,rep,Lean R,5,NA,NA,5
2014,,MT,0,rep,Likely R,5,Currently Safe Republican,7,6
2016,,MT,0,rep,Likely R,5,Republican Favored,6,5.5
2008,,MT,0,rep,Solid R,7,NA,NA,7
2022,,MT,2,rep,Solid R,7,NA,NA,7
2018,,NC,2,rep,Lean R,5,Lean Republican,5,5
2020,,NC,8,rep,Lean R,5,Toss-up/Tilt Republican,4.5,4.75
2020,,NC,9,rep,Lean R,5,Currently Safe Republican,7,6
2020,,NC,11,rep,Lean R,5,Lean Republican,5,5
2020,,NC,2,rep,Likely D,2,Democrat Favored,2,2
2020,,NC,6,rep,Likely D,2,Democrat Favored,2,2
2022,,NC,1,dem,Likely D,2,Democrat Favored,2,2
2022,,NC,6,dem,Likely D,2,Currently Safe Democrat,1,1.5
2008,,NC,5,rep,Likely R,5,NA,NA,5
2014,,NC,7,dem,Likely R,5,Currently Safe Republican,7,6
2018,,NC,8,rep,Likely R,5,Currently Safe Republican,7,6
2008,,NC,1,dem,Solid D,1,NA,NA,1
2008,,NC,2,dem,Solid D,1,NA,NA,1
2008,,NC,4,dem,Solid D,1,NA,NA,1
2008,,NC,7,dem,Solid D,1,NA,NA,1
2008,,NC,11,dem,Solid D,1,NA,NA,1
2008,,NC,12,dem,Solid D,1,NA,NA,1
2008,,NC,13,dem,Solid D,1,NA,NA,1
2014,,NC,1,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,NC,4,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,NC,12,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,NC,1,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,NC,4,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,NC,12,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,NC,1,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,NC,4,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,NC,12,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,NC,1,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,NC,4,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,NC,12,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,NC,2,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,NC,4,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,NC,12,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,NC,14,dem,Solid D,1,Currently Safe Democrat,1,1
2008,,NC,3,rep,Solid R,7,NA,NA,7
2008,,NC,6,rep,Solid R,7,NA,NA,7
2008,,NC,9,rep,Solid R,7,NA,NA,7
2008,,NC,10,rep,Solid R,7,NA,NA,7
2014,,NC,2,rep,Solid R,7,Currently Safe Republican,7,7
2014,,NC,3,rep,Solid R,7,Currently Safe Republican,7,7
2014,,NC,5,rep,Solid R,7,Currently Safe Republican,7,7
2014,,NC,6,rep,Solid R,7,Currently Safe Republican,7,7
2014,,NC,8,rep,Solid R,7,Currently Safe Republican,7,7
2014,,NC,9,rep,Solid R,7,Currently Safe Republican,7,7
2014,,NC,10,rep,Solid R,7,Currently Safe Republican,7,7
2014,,NC,11,rep,Solid R,7,Currently Safe Republican,7,7
2014,,NC,13,rep,Solid R,7,Currently Safe Republican,7,7
2016,,NC,2,rep,Solid R,7,Currently Safe Republican,7,7
2016,,NC,3,rep,Solid R,7,Currently Safe Republican,7,7
2016,,NC,5,rep,Solid R,7,Currently Safe Republican,7,7
2016,,NC,6,rep,Solid R,7,Currently Safe Republican,7,7
